recommendation_id,personal_color,undertone,skin_tone,category,product_id,recommendation_score,priority,reason
RID00660,Autumn,Warm,Light,Eyeshadow,PID0071,75,5,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00661,Autumn,Warm,Medium,Foundation,PID0004,99,1,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00662,Autumn,Warm,Medium,Foundation,PID0075,99,2,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00663,Autumn,Warm,Medium,Foundation,PID0076,99,3,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00664,Autumn,Warm,Medium,Foundation,PID0077,99,4,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00665,Autumn,Warm,Medium,Foundation,PID0078,99,5,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00666,Autumn,Warm,Medium,Cushion,PID0016,99,1,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00667,Autumn,Warm,Medium,Cushion,PID0017,99,2,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00668,Autumn,Warm,Medium,Cushion,PID0018,99,3,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00669,Autumn,Warm,Medium,Cushion,PID0028,99,4,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00670,Autumn,Warm,Medium,Cushion,PID0067,99,5,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00671,Autumn,Warm,Medium,Concealer,PID0032,99,1,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00672,Autumn,Warm,Medium,Concealer,PID0235,99,2,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00673,Autumn,Warm,Medium,Concealer,PID0260,99,3,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00674,Autumn,Warm,Medium,Concealer,PID0262,99,4,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00675,Autumn,Warm,Medium,Concealer,PID0270,99,5,warm undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00676,Autumn,Warm,Medium,Blush,PID0038,95,1,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00677,Autumn,Warm,Medium,Blush,PID0278,93,2,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00678,Autumn,Warm,Medium,Blush,PID0284,93,3,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00679,Autumn,Warm,Medium,Blush,PID0125,92,4,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00680,Autumn,Warm,Medium,Blush,PID0126,92,5,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00681,Autumn,Warm,Medium,Lipstick,PID0113,96,1,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00682,Autumn,Warm,Medium,Lipstick,PID0119,96,2,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00683,Autumn,Warm,Medium,Lipstick,PID0062,95,3,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00684,Autumn,Warm,Medium,Lipstick,PID0156,95,4,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00685,Autumn,Warm,Medium,Lipstick,PID0162,95,5,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00686,Autumn,Warm,Medium,Eyeshadow,PID0290,97,1,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00687,Autumn,Warm,Medium,Eyeshadow,PID0289,87,2,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00688,Autumn,Warm,Medium,Eyeshadow,PID0130,86,3,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00689,Autumn,Warm,Medium,Eyeshadow,PID0069,85,4,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00690,Autumn,Warm,Medium,Eyeshadow,PID0071,85,5,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00691,Autumn,Warm,Tan,Foundation,PID0006,99,1,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00692,Autumn,Warm,Tan,Foundation,PID0075,99,2,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00693,Autumn,Warm,Tan,Foundation,PID0076,99,3,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00694,Autumn,Warm,Tan,Foundation,PID0077,99,4,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00695,Autumn,Warm,Tan,Foundation,PID0078,99,5,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00696,Autumn,Warm,Tan,Cushion,PID0020,99,1,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00697,Autumn,Warm,Tan,Cushion,PID0096,99,2,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00698,Autumn,Warm,Tan,Cushion,PID0097,99,3,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00699,Autumn,Warm,Tan,Cushion,PID0098,99,4,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00700,Autumn,Warm,Tan,Cushion,PID0101,99,5,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00701,Autumn,Warm,Tan,Concealer,PID0235,99,1,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00702,Autumn,Warm,Tan,Concealer,PID0260,99,2,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00703,Autumn,Warm,Tan,Concealer,PID0262,99,3,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00704,Autumn,Warm,Tan,Concealer,PID0263,99,4,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00705,Autumn,Warm,Tan,Concealer,PID0264,99,5,warm undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00706,Autumn,Warm,Tan,Blush,PID0038,91,1,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00707,Autumn,Warm,Tan,Blush,PID0276,87,2,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00708,Autumn,Warm,Tan,Blush,PID0278,87,3,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00709,Autumn,Warm,Tan,Blush,PID0282,87,4,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00710,Autumn,Warm,Tan,Blush,PID0284,87,5,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00711,Autumn,Warm,Tan,Lipstick,PID0113,92,1,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00712,Autumn,Warm,Tan,Lipstick,PID0119,92,2,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00713,Autumn,Warm,Tan,Lipstick,PID0062,91,3,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00714,Autumn,Warm,Tan,Lipstick,PID0156,91,4,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00715,Autumn,Warm,Tan,Lipstick,PID0162,91,5,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00716,Autumn,Warm,Tan,Eyeshadow,PID0290,93,1,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00717,Autumn,Warm,Tan,Eyeshadow,PID0289,87,2,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00718,Autumn,Warm,Tan,Eyeshadow,PID0130,86,3,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00719,Autumn,Warm,Tan,Eyeshadow,PID0069,85,4,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00720,Autumn,Warm,Tan,Eyeshadow,PID0071,81,5,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00721,Autumn,Warm,Deep,Foundation,PID0078,99,1,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00722,Autumn,Warm,Deep,Foundation,PID0079,99,2,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00723,Autumn,Warm,Deep,Foundation,PID0080,99,3,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00724,Autumn,Warm,Deep,Foundation,PID0173,99,4,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00725,Autumn,Warm,Deep,Foundation,PID0176,99,5,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00726,Autumn,Warm,Deep,Cushion,PID0098,99,1,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00727,Autumn,Warm,Deep,Cushion,PID0103,99,2,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00728,Autumn,Warm,Deep,Cushion,PID0254,99,3,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00729,Autumn,Warm,Deep,Cushion,PID0255,99,4,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00730,Autumn,Warm,Deep,Cushion,PID0020,98,5,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00731,Autumn,Warm,Deep,Concealer,PID0262,99,1,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00732,Autumn,Warm,Deep,Concealer,PID0263,99,2,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00733,Autumn,Warm,Deep,Concealer,PID0264,99,3,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00734,Autumn,Warm,Deep,Concealer,PID0272,99,4,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00735,Autumn,Warm,Deep,Concealer,PID0273,99,5,warm undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00736,Autumn,Warm,Deep,Blush,PID0276,87,1,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00737,Autumn,Warm,Deep,Blush,PID0278,87,2,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00738,Autumn,Warm,Deep,Blush,PID0282,87,3,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00739,Autumn,Warm,Deep,Blush,PID0284,87,4,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00740,Autumn,Warm,Deep,Blush,PID0122,86,5,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00741,Autumn,Warm,Deep,Lipstick,PID0108,86,1,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00742,Autumn,Warm,Deep,Lipstick,PID0110,86,2,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00743,Autumn,Warm,Deep,Lipstick,PID0112,86,3,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00744,Autumn,Warm,Deep,Lipstick,PID0113,86,4,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00745,Autumn,Warm,Deep,Lipstick,PID0116,86,5,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00746,Autumn,Warm,Deep,Eyeshadow,PID0289,87,1,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00747,Autumn,Warm,Deep,Eyeshadow,PID0290,87,2,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00748,Autumn,Warm,Deep,Eyeshadow,PID0130,86,3,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00749,Autumn,Warm,Deep,Eyeshadow,PID0069,85,4,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00750,Autumn,Warm,Deep,Eyeshadow,PID0071,75,5,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00751,Autumn,Cool,Fair,Foundation,PID0081,93,1,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00752,Autumn,Cool,Fair,Foundation,PID0164,93,2,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00753,Autumn,Cool,Fair,Foundation,PID0197,93,3,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00754,Autumn,Cool,Fair,Foundation,PID0202,93,4,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00755,Autumn,Cool,Fair,Foundation,PID0212,93,5,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00756,Autumn,Cool,Fair,Cushion,PID0248,94,1,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00757,Autumn,Cool,Fair,Cushion,PID0249,94,2,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00758,Autumn,Cool,Fair,Cushion,PID0092,93,3,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00759,Autumn,Cool,Fair,Cushion,PID0104,93,4,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00760,Autumn,Cool,Fair,Cushion,PID0217,93,5,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00761,Autumn,Cool,Fair,Concealer,PID0256,94,1,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00762,Autumn,Cool,Fair,Concealer,PID0257,94,2,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00763,Autumn,Cool,Fair,Concealer,PID0266,94,3,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00764,Autumn,Cool,Fair,Concealer,PID0267,94,4,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00765,Autumn,Cool,Fair,Concealer,PID0230,93,5,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00766,Autumn,Cool,Fair,Blush,PID0276,83,1,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00767,Autumn,Cool,Fair,Blush,PID0282,83,2,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00768,Autumn,Cool,Fair,Blush,PID0122,82,3,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00769,Autumn,Cool,Fair,Blush,PID0127,82,4,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00770,Autumn,Cool,Fair,Blush,PID0132,82,5,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00771,Autumn,Cool,Fair,Lipstick,PID0108,82,1,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00772,Autumn,Cool,Fair,Lipstick,PID0110,82,2,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00773,Autumn,Cool,Fair,Lipstick,PID0227,82,3,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00774,Autumn,Cool,Fair,Lipstick,PID0041,81,4,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00775,Autumn,Cool,Fair,Lipstick,PID0046,81,5,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00776,Autumn,Cool,Fair,Eyeshadow,PID0289,83,1,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00777,Autumn,Cool,Fair,Eyeshadow,PID0130,82,2,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00778,Autumn,Cool,Fair,Eyeshadow,PID0069,81,3,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00779,Autumn,Cool,Fair,Eyeshadow,PID0290,77,4,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00780,Autumn,Cool,Fair,Eyeshadow,PID0288,76,5,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00781,Autumn,Cool,Light,Foundation,PID0082,93,1,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00782,Autumn,Cool,Light,Foundation,PID0086,93,2,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00783,Autumn,Cool,Light,Foundation,PID0165,93,3,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00784,Autumn,Cool,Light,Foundation,PID0166,93,4,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00785,Autumn,Cool,Light,Foundation,PID0174,93,5,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00786,Autumn,Cool,Light,Cushion,PID0250,94,1,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00787,Autumn,Cool,Light,Cushion,PID0091,93,2,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00788,Autumn,Cool,Light,Cushion,PID0106,93,3,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00789,Autumn,Cool,Light,Cushion,PID0218,93,4,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00790,Autumn,Cool,Light,Cushion,PID0219,93,5,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00791,Autumn,Cool,Light,Concealer,PID0258,94,1,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00792,Autumn,Cool,Light,Concealer,PID0268,94,2,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00793,Autumn,Cool,Light,Concealer,PID0231,93,3,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00794,Autumn,Cool,Light,Concealer,PID0232,93,4,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00795,Autumn,Cool,Light,Concealer,PID0031,92,5,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00796,Autumn,Cool,Light,Blush,PID0276,87,1,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00797,Autumn,Cool,Light,Blush,PID0282,87,2,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00798,Autumn,Cool,Light,Blush,PID0122,86,3,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00799,Autumn,Cool,Light,Blush,PID0127,86,4,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00800,Autumn,Cool,Light,Blush,PID0132,86,5,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00801,Autumn,Cool,Light,Lipstick,PID0108,86,1,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00802,Autumn,Cool,Light,Lipstick,PID0110,86,2,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00803,Autumn,Cool,Light,Lipstick,PID0227,86,3,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00804,Autumn,Cool,Light,Lipstick,PID0041,85,4,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00805,Autumn,Cool,Light,Lipstick,PID0046,85,5,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00806,Autumn,Cool,Light,Eyeshadow,PID0289,87,1,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00807,Autumn,Cool,Light,Eyeshadow,PID0130,86,2,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00808,Autumn,Cool,Light,Eyeshadow,PID0069,85,3,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00809,Autumn,Cool,Light,Eyeshadow,PID0288,80,4,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00810,Autumn,Cool,Light,Eyeshadow,PID0131,79,5,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00811,Autumn,Cool,Medium,Foundation,PID0084,97,1,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00812,Autumn,Cool,Medium,Foundation,PID0088,97,2,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00813,Autumn,Cool,Medium,Foundation,PID0170,97,3,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00814,Autumn,Cool,Medium,Foundation,PID0172,97,4,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00815,Autumn,Cool,Medium,Foundation,PID0200,97,5,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00816,Autumn,Cool,Medium,Cushion,PID0253,98,1,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00817,Autumn,Cool,Medium,Cushion,PID0220,97,2,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00818,Autumn,Cool,Medium,Cushion,PID0015,96,3,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00819,Autumn,Cool,Medium,Cushion,PID0019,96,4,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00820,Autumn,Cool,Medium,Cushion,PID0027,96,5,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00821,Autumn,Cool,Medium,Concealer,PID0261,98,1,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00822,Autumn,Cool,Medium,Concealer,PID0265,98,2,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00823,Autumn,Cool,Medium,Concealer,PID0271,98,3,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00824,Autumn,Cool,Medium,Concealer,PID0275,98,4,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00825,Autumn,Cool,Medium,Concealer,PID0234,97,5,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00826,Autumn,Cool,Medium,Blush,PID0038,85,1,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00827,Autumn,Cool,Medium,Blush,PID0278,83,2,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00828,Autumn,Cool,Medium,Blush,PID0284,83,3,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00829,Autumn,Cool,Medium,Blush,PID0125,82,4,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00830,Autumn,Cool,Medium,Blush,PID0126,82,5,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00831,Autumn,Cool,Medium,Lipstick,PID0113,86,1,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00832,Autumn,Cool,Medium,Lipstick,PID0119,86,2,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00833,Autumn,Cool,Medium,Lipstick,PID0062,85,3,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00834,Autumn,Cool,Medium,Lipstick,PID0156,85,4,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00835,Autumn,Cool,Medium,Lipstick,PID0162,85,5,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00836,Autumn,Cool,Medium,Eyeshadow,PID0290,87,1,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00837,Autumn,Cool,Medium,Eyeshadow,PID0071,85,2,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00838,Autumn,Cool,Medium,Eyeshadow,PID0289,77,3,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00839,Autumn,Cool,Medium,Eyeshadow,PID0130,76,4,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00840,Autumn,Cool,Medium,Eyeshadow,PID0069,75,5,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00841,Autumn,Cool,Tan,Foundation,PID0085,97,1,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00842,Autumn,Cool,Tan,Foundation,PID0089,97,2,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00843,Autumn,Cool,Tan,Foundation,PID0201,97,3,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00844,Autumn,Cool,Tan,Foundation,PID0206,97,4,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00845,Autumn,Cool,Tan,Foundation,PID0078,93,5,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00846,Autumn,Cool,Tan,Cushion,PID0094,97,1,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00847,Autumn,Cool,Tan,Cushion,PID0105,97,2,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00848,Autumn,Cool,Tan,Cushion,PID0107,97,3,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00849,Autumn,Cool,Tan,Cushion,PID0221,97,4,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00850,Autumn,Cool,Tan,Cushion,PID0254,94,5,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00851,Autumn,Cool,Tan,Concealer,PID0236,97,1,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00852,Autumn,Cool,Tan,Concealer,PID0262,94,2,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00853,Autumn,Cool,Tan,Concealer,PID0272,94,3,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00854,Autumn,Cool,Tan,Concealer,PID0261,90,4,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00855,Autumn,Cool,Tan,Concealer,PID0265,90,5,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00856,Autumn,Cool,Tan,Blush,PID0038,81,1,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00857,Autumn,Cool,Tan,Blush,PID0276,77,2,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00858,Autumn,Cool,Tan,Blush,PID0278,77,3,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00859,Autumn,Cool,Tan,Blush,PID0282,77,4,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00860,Autumn,Cool,Tan,Blush,PID0284,77,5,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00861,Autumn,Cool,Tan,Lipstick,PID0113,82,1,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00862,Autumn,Cool,Tan,Lipstick,PID0119,82,2,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00863,Autumn,Cool,Tan,Lipstick,PID0062,81,3,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00864,Autumn,Cool,Tan,Lipstick,PID0156,81,4,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00865,Autumn,Cool,Tan,Lipstick,PID0162,81,5,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00866,Autumn,Cool,Tan,Eyeshadow,PID0290,83,1,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00867,Autumn,Cool,Tan,Eyeshadow,PID0071,81,2,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00868,Autumn,Cool,Tan,Eyeshadow,PID0289,77,3,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00869,Autumn,Cool,Tan,Eyeshadow,PID0130,76,4,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00870,Autumn,Cool,Tan,Eyeshadow,PID0069,75,5,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00871,Autumn,Cool,Deep,Foundation,PID0090,97,1,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00872,Autumn,Cool,Deep,Foundation,PID0175,97,2,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
